emp_no,dept_no,dept_name,title,to_date,birth_date
51220,d004,Production,Engineer,9999-01-01,1953-05-21
51224,d005,Development,Engineer,9999-01-01,1954-05-06
51234,d004,Production,Engineer,9999-01-01,1954-08-19
51250,d002,Finance,Senior Staff,9999-01-01,1954-10-30
51258,d004,Production,Engineer,9999-01-01,1952-03-21
51263,d002,Finance,Senior Staff,9999-01-01,1953-02-14
51264,d008,Research,Engineer,9999-01-01,1955-02-27
51269,d004,Production,Engineer,9999-01-01,1955-03-28
51270,d005,Development,Engineer,9999-01-01,1955-07-14
51273,d009,Customer Service,Senior Engineer,9999-01-01,1955-06-24
51279,d005,Development,Engineer,9999-01-01,1955-05-31
51285,d004,Production,Assistant Engineer,9999-01-01,1954-07-12
51287,d001,Marketing,Staff,9999-01-01,1955-02-04
51288,d004,Production,Technique Leader,9999-01-01,1955-06-27
51294,d007,Sales,Senior Staff,9999-01-01,1953-12-22
51299,d005,Development,Senior Engineer,9999-01-01,1955-06-23
51300,d003,Human Resources,Staff,9999-01-01,1953-12-20
51301,d005,Development,Engineer,9999-01-01,1953-07-19
51306,d003,Human Resources,Senior Staff,9999-01-01,1953-06-10
51307,d007,Sales,Senior Staff,9999-01-01,1955-04-16
51309,d003,Human Resources,Senior Staff,9999-01-01,1953-12-27
51311,d009,Customer Service,Senior Staff,9999-01-01,1954-05-23
51313,d007,Sales,Senior Staff,9999-01-01,1953-01-12
51323,d007,Sales,Staff,9999-01-01,1953-10-08
51331,d007,Sales,Senior Staff,9999-01-01,1955-09-04
51333,d002,Finance,Senior Staff,9999-01-01,1952-06-24
51336,d001,Marketing,Staff,9999-01-01,1954-05-25
51344,d006,Quality Management,Engineer,9999-01-01,1953-05-06
51346,d004,Production,Senior Engineer,9999-01-01,1952-07-01
51347,d009,Customer Service,Senior Staff,9999-01-01,1952-03-23
51351,d004,Production,Senior Staff,9999-01-01,1952-02-10
51363,d005,Development,Engineer,9999-01-01,1955-11-17
51381,d002,Finance,Senior Staff,9999-01-01,1955-08-05
51394,d004,Production,Engineer,9999-01-01,1953-10-06
51396,d007,Sales,Staff,9999-01-01,1952-04-13
51400,d007,Sales,Senior Staff,9999-01-01,1955-11-15
51402,d005,Development,Engineer,9999-01-01,1953-04-14
51404,d005,Development,Engineer,9999-01-01,1953-04-26
51405,d005,Development,Senior Engineer,9999-01-01,1954-04-19
51408,d004,Production,Senior Engineer,9999-01-01,1952-06-13
51412,d004,Production,Engineer,9999-01-01,1952-05-13
51413,d007,Sales,Senior Staff,9999-01-01,1955-11-30
51414,d007,Sales,Senior Staff,9999-01-01,1952-07-08
51418,d001,Marketing,Senior Staff,9999-01-01,1954-06-30
51429,d009,Customer Service,Staff,9999-01-01,1953-09-18
51431,d007,Sales,Senior Staff,9999-01-01,1952-09-28
51436,d006,Quality Management,Engineer,9999-01-01,1953-11-24
51438,d004,Production,Engineer,9999-01-01,1953-03-15
51446,d004,Production,Technique Leader,9999-01-01,1952-05-25
51453,d005,Development,Technique Leader,9999-01-01,1954-08-19
51455,d004,Production,Engineer,9999-01-01,1953-10-18
51456,d009,Customer Service,Senior Staff,9999-01-01,1954-09-16
51468,d008,Research,Senior Staff,9999-01-01,1952-11-20
51471,d002,Finance,Senior Staff,9999-01-01,1952-08-12
51476,d002,Finance,Senior Staff,9999-01-01,1952-11-29
51478,d004,Production,Engineer,9999-01-01,1953-12-23
51480,d003,Human Resources,Senior Staff,9999-01-01,1955-12-11
51481,d002,Finance,Senior Staff,9999-01-01,1954-02-12
51485,d004,Production,Technique Leader,9999-01-01,1952-07-30
51486,d005,Development,Engineer,9999-01-01,1952-02-02
51494,d003,Human Resources,Staff,9999-01-01,1955-11-15
51496,d009,Customer Service,Senior Staff,9999-01-01,1955-04-07
51501,d004,Production,Senior Engineer,9999-01-01,1955-04-09
51503,d005,Development,Engineer,9999-01-01,1952-04-27
51504,d004,Production,Engineer,9999-01-01,1952-12-16
51507,d007,Sales,Staff,9999-01-01,1952-12-30
51517,d005,Development,Technique Leader,9999-01-01,1954-06-25
51520,d007,Sales,Senior Staff,9999-01-01,1954-11-19
51521,d008,Research,Senior Staff,9999-01-01,1952-03-22
51522,d001,Marketing,Staff,9999-01-01,1954-10-03
51526,d002,Finance,Staff,9999-01-01,1953-03-07
51529,d009,Customer Service,Senior Staff,9999-01-01,1952-07-10
51541,d004,Production,Engineer,9999-01-01,1952-06-11
51542,d007,Sales,Senior Staff,9999-01-01,1953-08-24
51548,d005,Development,Senior Engineer,9999-01-01,1954-02-21
51559,d005,Development,Engineer,9999-01-01,1953-08-24
51561,d005,Development,Senior Engineer,9999-01-01,1953-01-17
51563,d003,Human Resources,Staff,9999-01-01,1955-03-10
51568,d006,Quality Management,Technique Leader,9999-01-01,1953-10-23
51571,d005,Development,Engineer,9999-01-01,1954-01-01
51574,d005,Development,Engineer,9999-01-01,1954-10-02
51575,d004,Production,Engineer,9999-01-01,1953-01-29
51578,d005,Development,Engineer,9999-01-01,1953-01-21
51580,d004,Production,Engineer,9999-01-01,1953-10-19
51589,d008,Research,Senior Staff,9999-01-01,1953-09-21
51590,d007,Sales,Staff,9999-01-01,1952-06-25
51593,d009,Customer Service,Technique Leader,9999-01-01,1952-10-25
51595,d005,Development,Technique Leader,9999-01-01,1954-06-01
51597,d003,Human Resources,Senior Staff,9999-01-01,1954-07-21
51599,d004,Production,Engineer,9999-01-01,1952-04-29
51600,d008,Research,Senior Staff,9999-01-01,1953-12-22
51602,d001,Marketing,Senior Staff,9999-01-01,1954-09-29
51603,d009,Customer Service,Senior Staff,9999-01-01,1953-10-16
51611,d006,Quality Management,Engineer,9999-01-01,1953-06-21
51612,d001,Marketing,Senior Staff,9999-01-01,1954-06-22
51616,d007,Sales,Senior Staff,9999-01-01,1954-01-05
51618,d005,Development,Engineer,9999-01-01,1954-11-29
51619,d005,Development,Engineer,9999-01-01,1953-04-24
51620,d004,Production,Engineer,9999-01-01,1954-02-10
51622,d006,Quality Management,Senior Engineer,9999-01-01,1955-09-23
51623,d005,Development,Engineer,9999-01-01,1955-02-26
51628,d004,Production,Engineer,9999-01-01,1954-11-23
51637,d007,Sales,Senior Staff,9999-01-01,1954-06-30
51639,d007,Sales,Senior Staff,9999-01-01,1954-11-27
51643,d007,Sales,Senior Staff,9999-01-01,1952-06-14
51645,d005,Development,Engineer,9999-01-01,1953-10-01
51646,d004,Production,Engineer,9999-01-01,1952-11-20
51647,d004,Production,Technique Leader,9999-01-01,1955-05-21
51651,d007,Sales,Senior Staff,9999-01-01,1952-08-25
51658,d005,Development,Engineer,9999-01-01,1955-02-01
51662,d005,Development,Engineer,9999-01-01,1952-07-05
51673,d003,Human Resources,Senior Staff,9999-01-01,1954-04-25
51675,d009,Customer Service,Staff,9999-01-01,1954-07-08
51681,d003,Human Resources,Senior Staff,9999-01-01,1952-11-27
51686,d009,Customer Service,Senior Staff,9999-01-01,1952-04-27
51688,d004,Production,Engineer,9999-01-01,1955-01-16
51690,d007,Sales,Staff,9999-01-01,1955-04-13
51691,d004,Production,Technique Leader,9999-01-01,1955-07-26
51694,d004,Production,Engineer,9999-01-01,1953-05-11
51702,d008,Research,Senior Staff,9999-01-01,1955-10-06
51716,d001,Marketing,Senior Staff,9999-01-01,1954-07-04
51717,d005,Development,Engineer,9999-01-01,1952-04-12
51724,d004,Production,Assistant Engineer,9999-01-01,1953-02-25
51730,d006,Quality Management,Engineer,9999-01-01,1955-02-20
51736,d004,Production,Engineer,9999-01-01,1955-12-04
51738,d006,Quality Management,Senior Engineer,9999-01-01,1955-10-02
51740,d004,Production,Engineer,9999-01-01,1954-08-30
51742,d001,Marketing,Senior Staff,9999-01-01,1954-03-11
51743,d005,Development,Engineer,9999-01-01,1955-12-28
51744,d005,Development,Assistant Engineer,9999-01-01,1953-04-12
51759,d009,Customer Service,Staff,9999-01-01,1955-08-26
51760,d005,Development,Senior Engineer,9999-01-01,1954-08-29
51764,d009,Customer Service,Senior Staff,9999-01-01,1954-04-02
51781,d004,Production,Engineer,9999-01-01,1954-09-18
51788,d005,Development,Engineer,9999-01-01,1955-05-30
51791,d007,Sales,Senior Staff,9999-01-01,1953-06-03
51801,d004,Production,Senior Engineer,9999-01-01,1955-02-25
51806,d001,Marketing,Staff,9999-01-01,1954-05-19
51808,d004,Production,Engineer,9999-01-01,1952-07-12
51812,d005,Development,Engineer,9999-01-01,1955-08-18
51816,d004,Production,Assistant Engineer,9999-01-01,1955-11-19
51818,d002,Finance,Senior Staff,9999-01-01,1952-04-30
51825,d007,Sales,Staff,9999-01-01,1953-10-07
51826,d004,Production,Technique Leader,9999-01-01,1955-11-12
51836,d008,Research,Senior Staff,9999-01-01,1954-12-28
51838,d004,Production,Senior Staff,9999-01-01,1955-04-25
51840,d008,Research,Senior Staff,9999-01-01,1953-04-05
51844,d005,Development,Engineer,9999-01-01,1954-04-23
51855,d001,Marketing,Staff,9999-01-01,1952-04-06
51861,d002,Finance,Senior Staff,9999-01-01,1954-03-10
51862,d007,Sales,Staff,9999-01-01,1954-11-18
51863,d005,Development,Engineer,9999-01-01,1953-09-21
51865,d007,Sales,Senior Staff,9999-01-01,1955-09-05
51867,d006,Quality Management,Engineer,9999-01-01,1952-05-13
51874,d005,Development,Engineer,9999-01-01,1954-02-24
51877,d006,Quality Management,Engineer,9999-01-01,1953-01-20
51890,d004,Production,Engineer,9999-01-01,1952-03-12
51898,d004,Production,Engineer,9999-01-01,1952-09-16
51906,d004,Production,Engineer,9999-01-01,1955-04-23
51909,d002,Finance,Senior Staff,9999-01-01,1954-08-14
51910,d007,Sales,Senior Staff,9999-01-01,1954-06-06
51914,d004,Production,Engineer,9999-01-01,1955-04-15
51916,d005,Development,Senior Engineer,9999-01-01,1954-08-22
51928,d002,Finance,Staff,9999-01-01,1953-07-25
51933,d003,Human Resources,Senior Staff,9999-01-01,1953-12-25
51939,d004,Production,Engineer,9999-01-01,1954-04-29
51940,d005,Development,Engineer,9999-01-01,1954-03-16
51943,d004,Production,Engineer,9999-01-01,1954-07-06
51946,d005,Development,Technique Leader,9999-01-01,1955-09-03
51949,d005,Development,Senior Engineer,9999-01-01,1952-04-30
51956,d008,Research,Senior Staff,9999-01-01,1954-07-27
51969,d005,Development,Engineer,9999-01-01,1952-10-06
51971,d007,Sales,Senior Staff,9999-01-01,1953-06-12
51977,d006,Quality Management,Senior Engineer,9999-01-01,1952-11-24
51981,d006,Quality Management,Senior Engineer,9999-01-01,1952-07-08
51988,d008,Research,Technique Leader,9999-01-01,1952-05-31
51990,d007,Sales,Senior Staff,9999-01-01,1955-07-17
51994,d007,Sales,Staff,9999-01-01,1953-10-23
51995,d007,Sales,Senior Staff,9999-01-01,1952-12-06
52001,d004,Production,Engineer,9999-01-01,1955-07-23
52002,d006,Quality Management,Engineer,9999-01-01,1954-10-17
52005,d005,Development,Senior Engineer,9999-01-01,1955-11-29
52008,d001,Marketing,Senior Staff,9999-01-01,1954-12-29
52009,d008,Research,Engineer,9999-01-01,1955-08-20
52010,d005,Development,Engineer,9999-01-01,1953-10-16
52015,d005,Development,Technique Leader,9999-01-01,1954-08-24
52019,d005,Development,Senior Engineer,9999-01-01,1954-09-23
52021,d009,Customer Service,Senior Staff,9999-01-01,1955-02-13
52028,d003,Human Resources,Senior Staff,9999-01-01,1955-09-21
52057,d004,Production,Engineer,9999-01-01,1952-05-10
52058,d009,Customer Service,Senior Staff,9999-01-01,1954-12-05
52059,d007,Sales,Senior Staff,9999-01-01,1954-04-27
52063,d004,Production,Engineer,9999-01-01,1953-08-23
52066,d002,Finance,Senior Staff,9999-01-01,1955-08-29
52069,d005,Development,Senior Engineer,9999-01-01,1952-05-06
52071,d001,Marketing,Senior Staff,9999-01-01,1954-08-28
52073,d005,Development,Engineer,9999-01-01,1955-05-18
52080,d003,Human Resources,Senior Staff,9999-01-01,1954-08-03
52089,d007,Sales,Staff,9999-01-01,1953-03-24
52090,d004,Production,Engineer,9999-01-01,1953-05-21
52091,d003,Human Resources,Staff,9999-01-01,1954-09-16
52095,d002,Finance,Senior Staff,9999-01-01,1955-05-24
52098,d005,Development,Engineer,9999-01-01,1952-04-06
52103,d009,Customer Service,Staff,9999-01-01,1954-10-16
52108,d004,Production,Engineer,9999-01-01,1955-06-23
52113,d007,Sales,Senior Staff,9999-01-01,1953-09-20
52117,d006,Quality Management,Engineer,9999-01-01,1955-08-26
52120,d008,Research,Engineer,9999-01-01,1954-03-29
52123,d006,Quality Management,Engineer,9999-01-01,1955-05-24
52130,d005,Development,Assistant Engineer,9999-01-01,1955-02-20
52131,d005,Development,Engineer,9999-01-01,1955-02-15
52135,d003,Human Resources,Senior Staff,9999-01-01,1952-10-28
52137,d006,Quality Management,Engineer,9999-01-01,1955-07-08
52142,d008,Research,Senior Staff,9999-01-01,1952-09-01
52144,d005,Development,Engineer,9999-01-01,1954-07-19
52149,d004,Production,Technique Leader,9999-01-01,1953-08-20
52154,d008,Research,Staff,9999-01-01,1954-08-03
52156,d004,Production,Engineer,9999-01-01,1952-05-16
52167,d005,Development,Technique Leader,9999-01-01,1952-06-23
52172,d003,Human Resources,Senior Staff,9999-01-01,1953-04-20
52173,d004,Production,Assistant Engineer,9999-01-01,1955-04-15
52174,d003,Human Resources,Staff,9999-01-01,1954-06-02
52175,d006,Quality Management,Engineer,9999-01-01,1955-07-12
52183,d009,Customer Service,Senior Staff,9999-01-01,1954-08-07
52194,d005,Development,Engineer,9999-01-01,1955-01-28
52195,d006,Quality Management,Engineer,9999-01-01,1955-09-16
52196,d005,Development,Engineer,9999-01-01,1953-04-21
52198,d001,Marketing,Senior Staff,9999-01-01,1954-04-12
52200,d009,Customer Service,Senior Staff,9999-01-01,1954-04-22
52207,d006,Quality Management,Engineer,9999-01-01,1953-02-26
52211,d002,Finance,Senior Staff,9999-01-01,1953-06-09
52217,d008,Research,Staff,9999-01-01,1953-09-25
52219,d001,Marketing,Senior Staff,9999-01-01,1952-07-26
52226,d005,Development,Technique Leader,9999-01-01,1952-04-11
52227,d005,Development,Engineer,9999-01-01,1955-04-14
52228,d001,Marketing,Senior Staff,9999-01-01,1955-06-15
52229,d009,Customer Service,Senior Staff,9999-01-01,1953-03-04
52230,d001,Marketing,Senior Staff,9999-01-01,1954-09-22
52244,d009,Customer Service,Senior Staff,9999-01-01,1955-01-26
52248,d004,Production,Engineer,9999-01-01,1954-03-02
52252,d001,Marketing,Senior Staff,9999-01-01,1953-11-25
52255,d004,Production,Engineer,9999-01-01,1952-07-27
52256,d008,Research,Senior Staff,9999-01-01,1955-01-14
52261,d003,Human Resources,Senior Staff,9999-01-01,1953-07-28
52268,d009,Customer Service,Senior Engineer,9999-01-01,1953-02-07
52271,d007,Sales,Senior Staff,9999-01-01,1955-03-18
52286,d007,Sales,Staff,9999-01-01,1955-11-26
52291,d002,Finance,Staff,9999-01-01,1954-03-16
52295,d006,Quality Management,Engineer,9999-01-01,1953-12-19
52297,d002,Finance,Staff,9999-01-01,1953-06-02
52299,d005,Development,Engineer,9999-01-01,1955-08-05
52307,d005,Development,Engineer,9999-01-01,1952-12-25
52310,d007,Sales,Senior Staff,9999-01-01,1952-07-17
52313,d005,Development,Senior Engineer,9999-01-01,1953-09-21
52315,d002,Finance,Senior Staff,9999-01-01,1952-08-12
52334,d001,Marketing,Staff,9999-01-01,1952-07-11
52336,d003,Human Resources,Senior Staff,9999-01-01,1955-11-05
52342,d007,Sales,Senior Staff,9999-01-01,1952-08-09
52345,d004,Production,Engineer,9999-01-01,1953-11-12
52348,d007,Sales,Senior Staff,9999-01-01,1952-06-22
52351,d009,Customer Service,Senior Staff,9999-01-01,1955-02-21
52355,d005,Development,Engineer,9999-01-01,1954-09-26
52356,d007,Sales,Senior Staff,9999-01-01,1955-08-08
52364,d005,Development,Engineer,9999-01-01,1954-08-02
52368,d009,Customer Service,Senior Staff,9999-01-01,1953-02-24
52369,d001,Marketing,Senior Staff,9999-01-01,1952-03-10
52370,d004,Production,Engineer,9999-01-01,1954-10-26
52372,d005,Development,Engineer,9999-01-01,1952-06-14
52373,d003,Human Resources,Senior Staff,9999-01-01,1954-06-21
52377,d008,Research,Senior Staff,9999-01-01,1953-11-25
52381,d007,Sales,Senior Staff,9999-01-01,1952-09-28
52390,d007,Sales,Senior Staff,9999-01-01,1952-03-22
52391,d005,Development,Engineer,9999-01-01,1953-09-04
52396,d009,Customer Service,Senior Staff,9999-01-01,1954-08-17
52397,d003,Human Resources,Senior Staff,9999-01-01,1952-11-05
52411,d005,Development,Engineer,9999-01-01,1955-10-05
52412,d003,Human Resources,Senior Staff,9999-01-01,1955-01-03
52413,d008,Research,Engineer,9999-01-01,1955-08-21
52415,d005,Development,Assistant Engineer,9999-01-01,1955-02-28
52417,d005,Development,Engineer,9999-01-01,1952-09-03
52420,d007,Sales,Senior Staff,9999-01-01,1954-09-15
52431,d003,Human Resources,Senior Staff,9999-01-01,1955-04-27
52436,d001,Marketing,Staff,9999-01-01,1955-02-19
52448,d009,Customer Service,Senior Staff,9999-01-01,1955-10-04
52449,d005,Development,Engineer,9999-01-01,1953-12-12
52454,d005,Development,Engineer,9999-01-01,1952-08-04
52456,d006,Quality Management,Engineer,9999-01-01,1953-02-28
52460,d002,Finance,Senior Staff,9999-01-01,1954-08-08
52462,d005,Development,Senior Engineer,9999-01-01,1954-08-09
52465,d004,Production,Engineer,9999-01-01,1952-11-05
52470,d005,Development,Engineer,9999-01-01,1955-01-10
52471,d002,Finance,Staff,9999-01-01,1954-02-15
52475,d004,Production,Engineer,9999-01-01,1953-02-11
52480,d008,Research,Senior Staff,9999-01-01,1955-01-05
52483,d005,Development,Engineer,9999-01-01,1955-05-07
52485,d003,Human Resources,Senior Staff,9999-01-01,1952-09-19
52498,d005,Development,Engineer,9999-01-01,1955-04-17
52499,d004,Production,Senior Staff,9999-01-01,1952-12-20
52507,d004,Production,Engineer,9999-01-01,1952-10-12
52511,d007,Sales,Staff,9999-01-01,1952-07-01
52520,d007,Sales,Senior Staff,9999-01-01,1953-12-29
52523,d006,Quality Management,Assistant Engineer,9999-01-01,1955-01-30
52524,d005,Development,Engineer,9999-01-01,1955-09-06
52526,d005,Development,Engineer,9999-01-01,1952-06-04
52531,d003,Human Resources,Senior Staff,9999-01-01,1952-06-17
52539,d007,Sales,Senior Staff,9999-01-01,1955-12-01
52540,d009,Customer Service,Senior Staff,9999-01-01,1953-11-03
52541,d007,Sales,Senior Staff,9999-01-01,1955-02-02
52547,d005,Development,Assistant Engineer,9999-01-01,1955-03-30
52548,d005,Development,Senior Engineer,9999-01-01,1952-08-28
52556,d005,Development,Engineer,9999-01-01,1952-08-05
52557,d005,Development,Engineer,9999-01-01,1952-07-15
52560,d005,Development,Engineer,9999-01-01,1953-12-24
52564,d005,Development,Engineer,9999-01-01,1955-08-09
52566,d005,Development,Engineer,9999-01-01,1954-06-25
52579,d004,Production,Senior Staff,9999-01-01,1952-07-22
52582,d009,Customer Service,Staff,9999-01-01,1955-12-16
52584,d006,Quality Management,Engineer,9999-01-01,1953-07-21
52591,d005,Development,Engineer,9999-01-01,1953-11-14
52593,d007,Sales,Senior Staff,9999-01-01,1954-06-01
52598,d003,Human Resources,Senior Staff,9999-01-01,1955-08-05
52603,d003,Human Resources,Senior Staff,9999-01-01,1954-06-20
52607,d003,Human Resources,Senior Staff,9999-01-01,1952-11-22
52608,d004,Production,Technique Leader,9999-01-01,1954-03-06
52610,d005,Development,Engineer,9999-01-01,1953-11-15
52612,d007,Sales,Senior Staff,9999-01-01,1952-08-22
52628,d006,Quality Management,Assistant Engineer,9999-01-01,1955-10-14
52629,d003,Human Resources,Senior Staff,9999-01-01,1952-10-28
52633,d004,Production,Technique Leader,9999-01-01,1952-10-31
52634,d003,Human Resources,Staff,9999-01-01,1954-11-28
52637,d004,Production,Assistant Engineer,9999-01-01,1952-09-06
52642,d005,Development,Engineer,9999-01-01,1952-05-15
52644,d007,Sales,Senior Staff,9999-01-01,1953-07-07
52652,d004,Production,Engineer,9999-01-01,1954-10-07
52653,d006,Quality Management,Technique Leader,9999-01-01,1952-05-06
52667,d005,Development,Assistant Engineer,9999-01-01,1955-01-05
52668,d001,Marketing,Senior Staff,9999-01-01,1955-09-08
52671,d001,Marketing,Senior Staff,9999-01-01,1952-03-25
52674,d005,Development,Engineer,9999-01-01,1954-09-27
52676,d005,Development,Engineer,9999-01-01,1953-07-16
